,scheme_code,annualized_median_return,top_25_percentile,bottom_25_percentile,bottom_5_percentile,top_5_percentile,scheme_name,annualized_mean_std
1713,119075,8.04,10.57,5.75,2.42,14.8,HDFC Dynamic Debt Fund - Growth Option - Direct Plan,3.4898872700338055
1714,119076,17.46,30.87,4.73,-11.61,52.76,DSP  Equity Fund - Direct Plan - Growth,16.606605087711277
1715,119077,8.03,22.25,-5.06,-22.04,45.78,DSP  Equity Fund - Direct Plan - Dividend,18.72093987572269
1716,119080,-0.26,1.71,-2.3,-5.35,4.36,HDFC Medium Term Debt Fund - Fortnightly IDCW Opt - Direct Plan,2.9741993664320163
1717,119081,8.57,9.87,7.26,5.38,11.77,HDFC Medium Term Debt Fund-Growth Option-Direct Plan,1.797239740738729
1718,119082,7.73,9.36,6.26,3.12,16.19,DSP  Credit Risk Fund - Direct Plan - Growth,3.6075813048140484
1719,119083,2.89,6.79,-3.24,-13.04,12.77,DSP Credit Risk Fund - Direct Plan - Dividend,7.850653575448333
1720,119084,0.91,3.51,-2.04,-7.66,9.59,DSP  Credit Risk Fund - Direct Plan - Monthly Dividend,5.049224553832052
1721,119085,1.3,4.59,-2.38,-8.35,10.44,DSP Credit Risk Fund - Direct Plan - Quarterly Dividend,5.741194391040915
1722,119086,0.44,1.8,-1.1,-4.13,3.67,DSP Credit Risk Fund - Direct Plan - Weekly Dividend,2.3529924161739046
1723,119087,0.53,1.46,-0.66,-3.56,2.67,DSP Credit Risk Fund - Direct Plan - Daily Dividend,1.922624726577522
1724,119088,0.01,0.59,-0.57,-1.43,1.39,HDFC Liquid Fund - IDCW Weekly - Direct Plan,0.8470863077235733
1725,119089,0.0,0.04,-0.03,-0.14,0.11,HDFC Liquid Fund - IDCW Daily - Direct Plan,0.07060438106312006
1726,119090,0.03,1.23,-1.22,-3.18,2.82,HDFC Liquid Fund -Direct Plan - Monthly Dividend Option,1.8115151127615634
1727,119091,5.58,5.73,5.44,5.24,5.96,HDFC Liquid Fund - Growth Option - Direct Plan,0.20832962558806822
1728,119092,6.78,7.1,6.49,6.04,8.02,HDFC Money Market Fund - Growth Option - Direct Plan,0.5443796423366957
1729,119093,-0.03,0.1,-0.19,-0.55,1.0,HDFC Money Market Fund - Daily Dividend Option - Direct Plan,0.39829447184649575
1730,119094,-0.03,0.64,-0.64,-1.55,1.62,HDFC Money Market Fund - Direct Plan - Weekly Dividend Option,0.9659910128375253
1731,119095,13.34,26.79,0.34,-16.27,49.28,DSP Focus Fund - Direct Plan - Dividend,17.3662009867796
1732,119096,15.7,28.97,3.47,-12.9,51.87,DSP Focus Fund - Direct Plan - Growth,16.67366865367932
1733,119099,8.68,11.55,5.89,1.99,15.78,DSP Government Securities Fund - Direct Plan - Growth,3.83292855925276
1734,119100,0.13,3.88,-3.52,-8.96,9.1,DSP  Government Securities Fund - Direct Plan - Monthly Dividend,5.4506758949065555
1735,119101,1.45,6.28,-4.29,-13.21,12.21,DSP Government Securities Fund - Direct Plan - IDCW,7.646893595586727
1736,119106,7.18,7.7,6.74,6.08,9.08,DSP Savings Fund - Direct Plan - Growth,0.848491235811035
1737,119107,0.65,2.0,-0.76,-2.85,3.87,DSP Savings Fund - Direct Plan - IDCW - Monthly,2.062535514925495
1738,119108,1.23,3.89,-1.85,-6.95,7.15,DSP  Savings Fund - Direct Plan - Dividend,4.287621437840495
1739,119109,0.0,0.0,0.0,-0.02,0.02,HDFC Overnight Fund - Daily IDCW Option - Direct Plan,0.00745469531803778
1740,119110,4.95,5.07,4.84,4.7,5.24,HDFC Overnight Fund - Growth Option - Direct Plan,0.15696302154330027
1741,119115,1.58,5.27,-2.08,-7.73,10.19,HDFC Gilt Fund - IDCW Option - Direct Plan,5.403384872671666
1742,119116,8.11,10.86,5.23,1.03,15.05,HDFC Gilt Fund - Growth Option - Direct Plan,3.8734615705731605
1743,119118,10.75,14.91,6.93,1.55,21.05,HDFC Hybrid Debt Fund -Direct Plan - Growth Option,5.339063160541637
1744,119119,1.75,5.83,-2.12,-7.87,11.91,HDFC Hybrid Debt Fund - IDCW Monthly - Direct Plan,5.814283406037053
1745,119120,2.21,6.8,-2.38,-8.84,13.36,HDFC Hybrid Debt Fund - IDCW Quarterly - Direct Plan,6.595480889384343
1746,119123,0.01,0.58,-0.55,-1.36,1.32,DSP Liquidity Fund - Direct Plan - Weekly Dividend,0.8161439913061475
1747,119124,0.01,0.08,-0.06,-0.19,0.16,DSP  Liquidity Fund - Direct Plan - Daily Dividend,0.1071187584036397
1748,119125,5.49,5.64,5.36,5.16,5.86,DSP  Liquidity Fund - Direct Plan - Growth,0.2019001933060042
1749,119128,11.13,15.79,6.68,0.46,22.59,HDFC Equity Savings Fund - Growth Option - Direct Plan,5.970860002316493
1750,119129,2.89,8.6,-2.95,-11.87,16.18,HDFC Equity Savings Fund -Direct Plan - Dividend Option,8.251189034509924
1751,119130,6.01,13.42,-1.53,-12.59,24.24,HDFC Multi-Asset Fund - Dividend Option - Direct Plan,10.54589626579722
1752,119131,12.79,19.0,6.76,-1.76,28.12,HDFC Multi-Asset Fund - Growth Option - Direct Plan,8.02581603209132
1753,119132,6.8,16.35,-2.09,-13.35,31.79,HDFC Gold ETF Fund of Fund - Direct Plan,12.751552923809491
1754,119133,14.59,27.84,2.24,-14.11,49.52,Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Direct Plan - Growth Option,16.419222606481785
1755,119134,13.15,26.73,0.6,-15.63,49.67,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),17.084438606983085
1756,119135,5.39,5.5,5.26,5.07,5.68,Groww Liquid Fund ( formerly known as Indiabulls Liquid )Fund - Direct Plan - Growth Option,0.17628865922623146
1757,119136,0.02,0.05,-0.0,-0.19,0.11,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund) - Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment),0.08143621215729478
1758,119137,0.33,0.93,-0.45,-3.13,1.7,Groww Liquid Fund (formerly known as Indiabulls Liquid Fund)- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1.4481113678363962
1759,119138,0.05,0.76,-0.71,-1.82,1.72,Indiabulls Liquid Fund- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1.0688728784317016
1760,119139,0.27,1.42,-0.98,-3.26,2.81,Indiabulls Liquid Fund- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),1.8340914173206706
1761,119156,8.94,11.43,6.4,2.89,15.07,Navi Conservative Hybrid Fund-Direct Plan-Growth Option,3.3550733427620685
1762,119157,2.03,4.64,-0.52,-4.12,8.35,Essel Regular Savings Fund-Direct Plan-Monthly Dividend Option,3.766473792636062
1763,119158,5.55,8.51,2.48,-2.03,12.73,Navi Conservative Hybrid Fund - Direct Plan Quarterly IDCW,4.247274860019961
1764,119159,11.34,24.67,-0.77,-16.4,45.33,TATA Large Cap Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,16.77673826917507
1765,119160,15.35,28.26,3.21,-12.59,48.87,Tata Large Cap Fund -Direct Plan Growth Option,16.06269587774825
1766,119161,0.16,1.29,-1.13,-3.07,2.86,Navi Liquid Fund - Direct Plan Monthly IDCW - Payout,1.7990804384371404
1767,119162,0.03,0.67,-0.63,-1.62,1.55,Navi Liquid Fund - Direct Plan Weekly IDCW - Payout,0.9652039249687991
1768,119163,0.0,0.05,-0.01,-0.11,0.11,Navi Liquid Fund - Direct Plan Daily IDCW - ReInvestment,0.059839387311306724
1769,119164,5.67,5.82,5.53,5.33,6.06,Essel Liquid Fund-Direct Plan-Growth Option,0.20440005049964882
1770,119171,16.15,26.93,5.66,-8.16,44.27,Tata Ethical Fund -Direct Plan Dividend,13.498094193495339
1771,119172,17.11,28.11,7.08,-6.65,44.81,Tata Ethical Fund -Direct Plan Growth,13.311281796165565
1772,119177,19.84,33.86,7.23,-8.94,56.69,Tata Mid Cap Growth Fund - Direct Plan- IDCW Option,16.550548531362413
1773,119178,21.96,36.15,9.17,-7.68,58.33,Tata Mid Cap Growth Fund - Direct Plan Growth,16.29595739049923
1774,119201,15.79,28.67,3.92,-11.02,49.18,TATA Large & Mid Cap Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,15.513433276866813
1775,119202,18.09,30.91,6.59,-8.94,50.9,Tata Large & MId Cap Fund -Direct Plan- Growth Option,15.21889726158758
1776,119203,0.11,0.29,-0.16,-0.91,0.7,DSP  Ultra Short Fund - Direct Plan - Daily Dividend,0.4673519390612038
1777,119204,0.75,2.06,-0.62,-2.66,3.81,DSP Ultra Short Fund - Direct Plan - IDCW - Monthly,1.9606020728375597
1778,119205,7.46,7.83,7.06,6.24,8.4,DSP  Ultra Short Fund - Direct Plan - Growth,0.6044970313641015
1779,119206,2.79,4.98,-0.41,-11.46,7.19,DSP  Ultra Short Fund - Direct Plan - Dividend,5.658760065257221
1780,119207,0.03,0.77,-0.73,-1.84,1.83,DSP  Ultra Short Fund - Direct Plan - Weekly Dividend,1.113105672142762
1781,119212,24.65,39.13,11.3,-6.4,61.85,DSP Small Cap Fund - Direct Plan - Growth,16.333234486400997
1782,119213,18.0,32.95,4.3,-13.88,56.74,DSP Small Cap Fund - Direct Plan - Dividend,17.85120106520261
1783,119218,18.52,32.51,6.02,-9.87,53.54,DSP  Equity Opportunities Fund - Direct Plan - Growth,16.15441624770908
1784,119219,13.89,27.63,1.46,-15.16,49.79,DSP  Equity Opportunities Fund - Direct Plan - Dividend,17.110255673414613
1785,119222,1.91,6.22,-3.1,-11.45,10.64,DSP Short Term Fund - Direct Plan - IDCW,6.728601751834049
1786,119223,0.03,1.19,-1.2,-2.93,3.02,DSP Short Term Fund - Direct Plan - IDCW - Weekly,1.807225520746573
1787,119224,0.66,2.54,-1.26,-4.2,5.1,DSP Short Term Fund - Direct Plan - Monthly Dividend,2.77520878137236
1788,119226,8.13,9.12,7.2,5.8,10.72,DSP  Short Term Fund - Direct Plan - Growth,1.376675215494354
1789,119231,19.83,33.73,7.1,-9.59,55.62,Tata Equity P/E Fund -Direct Plan Growth,16.526007696895167
1790,119232,14.91,28.52,2.46,-14.01,50.32,Tata Equity P/E Fund- Direct Plan -Payout of IDCW-Option A(5%),16.699426121241437
1791,119233,14.31,27.79,2.09,-14.28,49.16,Tata Equity P/E Fund- Direct Plan - Payout of IDCW -Option B(10%),17.034998595984856
1792,119236,0.44,3.77,-3.01,-7.9,8.33,DSP Strategic Bond Fund - Direct Plan - Monthly Dividend,4.92413755114557
1793,119238,7.46,10.12,4.72,0.53,14.0,DSP Strategic Bond Fund - Direct Plan - IDCW,3.8574119987178985
1794,119239,8.69,11.21,6.15,2.4,14.75,DSP  Strategic Bond Fund - Direct Plan - Growth,3.4630902504144205
1795,119241,18.52,32.05,5.99,-9.69,53.45,DSP  Tax Saver Fund - Direct Plan - Dividend,16.10298281192726
1796,119242,19.56,33.39,6.99,-9.36,56.04,DSP Tax Saver Fund - Direct Plan - Growth,16.084755584925627
1797,119243,17.47,32.03,4.71,-13.09,55.1,Tata Infrastructure Fund -Direct Plan Growth,17.418909197367785
1798,119244,15.8,30.2,2.35,-15.07,54.55,Tata Infrastructure Fund -Direct Plan Dividend,17.7596935804315
1799,119247,19.07,35.22,5.26,-12.73,59.93,DSP India T.I.G.E.R. Fund - Direct Plan - Growth,18.492682121128617
1800,119248,12.44,28.36,-2.49,-21.41,54.49,DSP India T.I.G.E.R. Fund - Direct Plan - Dividend,20.18968274401472
1801,119249,3.3,17.54,-9.83,-26.39,41.21,DSP Top 100 Equity Fund - Direct Plan - Dividend,19.498066204201685
1802,119250,13.7,27.44,1.31,-15.03,50.34,DSP Top 100 Equity Fund - Direct Plan - Growth,17.00641084158022
1803,119251,17.6,30.14,5.8,-9.18,50.16,Tata Retirement Savings Fund-Direct Plan-Progressive Plan-Growth Option,15.361921995094436
1804,119252,17.7,31.38,5.65,-9.54,52.87,DSP US Flexible Equity Fund - Direct Plan - Growth,16.020572593288307
1805,119253,16.53,29.74,4.32,-10.86,51.61,DSP US Flexible Equity Fund - Direct Plan - Dividend,16.119679994375748
1806,119255,17.1,27.75,7.38,-5.34,44.01,Tata Retirement Savings Fund- Moderate Plan -Direct Plan-Growth Option,12.893574185312675
1807,119256,10.72,14.45,7.14,2.05,19.83,Tata Retirement Savings Fund- Conservative Plan-Direct Plan-Growth Option,4.874097602290838
1808,119271,4.15,14.26,-5.34,-17.41,31.42,DSP  World Agriculture Fund - Direct Plan - Growth,13.994677485201679
1809,119272,3.64,13.94,-6.07,-18.19,30.17,DSP World Agriculture Fund - Direct Plan - IDCW,14.129021774720012
1810,119275,4.55,20.56,-9.81,-26.32,48.73,DSP World Energy Fund - Direct Plan - Growth,21.216205510779123
1811,119276,2.0,18.31,-11.42,-28.76,46.51,DSP  World Energy Fund - Direct Plan - Dividend,21.62895328688943
1812,119277,1.74,26.63,-17.82,-39.1,70.08,DSP  World Gold Fund - Direct Plan - Growth,31.740455964002173
1813,119278,-0.55,23.02,-20.07,-41.58,67.56,DSP World Gold Fund of Fund - Direct Plan - IDCW,32.066931476876015
1814,119279,4.67,25.26,-12.5,-32.21,60.22,DSP World Mining Fund of Fund - Direct Plan - Growth,26.066062644079384
1815,119280,4.57,24.77,-11.95,-32.53,61.3,DSP World Mining Fund of Fund - Direct Plan - IDCW,26.066062644079384
1816,119281,14.78,28.75,2.38,-13.73,51.24,Tata ELSS Tax Saver Fund- Direct Plan - Payout of IDCW Option,16.98232605819682
1817,119287,13.6,26.37,1.91,-13.17,48.33,Tata S&P BSE Sensex Index Fund - Direct Plan,16.19333887746423
1818,119288,13.99,27.08,2.14,-12.92,48.54,Tata Nifty 50 Index Fund -Direct Plan,16.21470341044501
1819,119292,14.98,27.55,3.74,-10.77,48.21,Union Equity Fund - Direct Plan - Growth Option,15.338225487872034
1820,119293,14.05,26.57,2.25,-13.02,46.82,Union Equity Fund - Direct Plan - Dividend Option,15.617262818116826
1821,119300,17.09,30.57,4.75,-11.09,52.34,BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan- Bonus,16.11663690755941
1822,119301,0.21,0.29,0.12,-2.28,0.41,Union Liquid Fund - Direct Plan - Daily Dividend Option,0.7079013807205741
1823,119302,0.14,1.31,-1.15,-3.2,2.83,Union Liquid Fund - Direct Plan - Monthly IDCW Option,1.8345280483805049
1824,119303,5.4,5.55,5.23,2.84,5.82,Union Liquid Fund - Direct Plan - Growth Option,0.7354595953250869
1825,119304,0.15,0.73,-0.49,-2.07,1.54,Union Liquid Fund - Direct Plan - Weekly IDCW Option,1.0702206314788913
1826,119305,0.08,0.94,-0.87,-2.54,2.07,Union Liquid Fund - Direct Plan - Fortnightly IDCW Option,1.3801676168489236
1827,119306,15.9,28.2,4.28,-11.0,48.23,Union Tax Saver Scheme - Direct Plan - Dividend Option,15.352534736463673
1828,119307,15.69,28.38,4.12,-10.79,48.07,Union Tax Saver (ELSS) Fund - Direct Plan - Growth Option,15.352534736463673
1829,119310,5.36,8.34,0.7,-10.83,12.12,Union Dynamic Bond Fund - Direct Plan - Dividend Option,6.845092011998951
1830,119311,7.04,9.36,4.76,1.47,12.81,Union Dynamic Bond Fund - Direct Plan - Growth Option,3.2284507732478747
1831,119312,14.08,24.35,4.8,-7.95,40.62,Tata Young Citizens' Fund-Direct Plan-Growth,12.696923707735047
1832,119333,12.82,30.54,-2.89,-21.74,60.41,Baroda Pioneer Banking and Financial Services Fund - Plan B (Direct) - Growth Option,21.601672492067955
1833,119334,6.49,24.15,-8.92,-27.51,54.14,Baroda BNP Paribas Banking and Financial Services Fund - Direct - IDCW Option,22.770204758326134
1834,119340,6.37,9.65,2.34,-7.0,14.2,Baroda BNP Paribas GILT FUND - Plan B (Direct) - IDCW Option,5.936618012919641
1835,119341,8.14,10.94,5.44,1.63,14.99,Baroda BNP Paribas GILT FUND - Plan B (Direct) - Growth Option,3.725325715632427
1836,119346,10.13,23.09,-2.57,-18.69,45.04,BOI AXA Large & Mid Cap Equity Fund Direct Plan-Regular Dividend,17.312914337431668
1837,119349,12.46,25.39,0.34,-15.49,46.56,BANK OF INDIA Large & Mid Cap Equity Fund Direct  Plan- Quarterly IDCW,16.51056183987381
1838,119350,16.35,29.52,4.05,-11.81,51.11,BANK OF INDIA Large & Mid Cap Equity Fund Direct Plan-Growth,16.163330309767503
1839,119351,20.35,34.11,7.43,-9.23,56.83,BANK OF INDIA Tax Advantage Fund-Direct Plan- Growth,16.438385190834364
1840,119352,17.01,30.65,4.54,-11.38,53.9,BOI AXA Tax Advantage Fund-Direct Plan-IDCW,16.737775405698454
1841,119353,7.55,21.53,-5.27,-21.35,43.73,Baroda BNP Paribas MULTI CAP FUND - Plan B (Direct) - IDCW Option,18.030249152272923
1842,119354,17.46,31.4,4.95,-10.6,53.76,Baroda BNP Paribas MULTI CAP FUND - Direct Plan - Growth Option,16.27823686185237
1843,119363,19.76,34.21,6.65,-10.18,57.06,BOI AXA Manufacturing & Infrastructure Fund-Direct Plan-Regular Dividend,16.990271906065033
1844,119364,19.28,34.12,6.04,-11.24,58.08,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Growth,17.18850174458714
1845,119365,19.72,33.85,6.71,-10.28,58.27,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Quarterly IDCW,16.89098325868267
1846,119368,0.02,0.06,-0.01,-0.13,0.14,BOI AXA Liquid Fund- Direct Plan- Daily Dividend,0.07521534087186367
1847,119369,5.54,5.69,5.41,5.22,5.9,BOI AXA Liquid Fund- Direct Plan- Growth,0.19947254349175497
1848,119370,0.57,1.11,-0.03,-1.94,1.85,BOI AXA Liquid Fund- Direct Plan- Weekly Dividend,1.1012801317738534
1849,119379,7.68,8.06,7.3,6.72,8.69,BOI AXA Ultra Short Duration Fund- Direct Plan- Growth,0.5517030454153777
1850,119380,0.11,0.28,-0.08,-0.54,0.71,BOI AXA Ultra Short Duration Fund- Direct Plan- Daily IDCW,0.35488583545585173
1851,119381,0.07,0.75,-0.62,-1.63,1.72,BOI AXA Ultra Short Duration Fund- Direct Plan- Weekly IDCW,1.0237645453728452
1852,119382,7.48,9.4,4.42,-3.38,22.97,BANK OF INDIA Short Term Income Fund-Direct Plan- Growth,6.69400371672656
1853,119383,2.74,5.46,-0.63,-8.11,16.79,BOI AXA Short Term Income Fund-Direct Plan- Monthly IDCW,6.964792445403427
1854,119384,2.82,6.39,-1.58,-9.37,18.43,BOI AXA Short Term Income Fund-Direct Plan- Quarterly Dividend,7.8582955724585295
1855,119393,8.78,12.75,5.26,0.28,21.34,BANK OF INDIA Conservative Hybrid Fund Fund-Direct Plan-Growth,5.888844876638538
1856,119394,2.64,7.09,-1.47,-6.9,15.11,BOI AXA Conservative Hybrid Fund-Direct Plan-Monthly IDCW,6.51397979708906
1857,119395,4.24,8.95,0.07,-5.99,17.66,BANK OF INDIA Conservative Hybrid  Fund-Direct Plan-Quarterly IDCW,6.869568588128134
1858,119396,5.72,10.75,1.28,-5.16,20.31,BOI AXA Conservative Hybrid Fund-Direct Plan-Annual Dividend,7.2452463728722165
1859,119399,0.26,1.93,-1.41,-3.86,4.19,Baroda BNP Paribas Short Duration Fund - Direct Plan - Monthly IDCW Option,2.426485963791605
1860,119400,8.37,9.18,7.54,6.24,10.59,Baroda Short Term Bond Fund - Plan B (Direct) - Growth Option,1.2222254971957445
1861,119414,0.02,0.07,-0.03,-0.18,0.15,BARODA LIQUID FUND - PLAN B (DIRECT) - DAILY DIVIDEND OPTION,0.0956692689511563
1862,119415,5.83,6.0,5.67,5.43,6.3,BARODA LIQUID FUND - PLAN B (DIRECT) - GROWTH OPTION,0.24649770156656703
1863,119416,1.45,1.96,0.9,0.12,2.68,BARODA LIQUID FUND - PLAN B (DIRECT) - WEEKLY IDCW OPTION,0.7678455223517904
1864,119421,0.46,0.7,0.12,-5.3,1.31,Tata Money Market Fund- Direct Plan - Daily Reinvestment of IDCW Option,1.6883417906416784
1865,119424,6.3,6.62,5.92,0.23,7.31,Tata Money Market Fund- Direct Plan- Growth Option,1.7205970875797922
1866,119433,9.26,24.27,-3.9,-21.3,47.96,Aditya Birla Sun Life Equity Advantage Fund - Dividend - Direct Plan,18.845717292625615
1867,119436,16.91,31.22,3.56,-13.08,54.85,Aditya Birla Sun Life Equity Advantage Fund - Growth - Direct Plan,17.158031151703668
1868,119496,0.47,6.6,-6.09,-15.55,10.61,Aditya Birla Sun Life Short Term Opportunities Fund - Dividend - Direct Plan,8.268758857418701
1869,119497,1.28,4.05,-1.8,-6.46,7.76,Aditya Birla Sun Life Short Term Fund - Direct - Quarterly IDCW,4.22905253770952
1870,119498,8.98,10.16,7.81,6.17,12.09,Aditya Birla Sun Life Short Term Fund - Growth - Direct Plan,1.6563915538600815
1871,119499,0.01,0.69,-0.69,-1.67,1.75,Aditya Birla Sun Life Savings Fund - Weekly Dividend - Direct Plan,1.0340970458728422
1872,119500,0.02,0.27,-0.26,-0.73,0.78,Aditya Birla Sun Life Savings Fund-DIRECT - DAILY IDCW,0.4512249388177139
1873,119501,8.04,8.5,7.62,6.96,9.31,Aditya Birla Sun Life Savings Fund - Growth - Direct Plan,0.6661059665879845
1874,119502,-0.03,3.58,-3.78,-9.49,8.56,Aditya Birla Sun Life Dynamic Bond Fund -Direct - Quarterly IDCW,5.467494270595834
1875,119503,0.56,3.19,-2.23,-6.3,6.99,Aditya Birla Sun Life Dynamic Bond Fund - Monthly Dividend - Direct Plan,4.02248161611898
1876,119505,8.28,10.68,5.78,1.63,14.17,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Direct Plan,3.515939930157915
1877,119506,12.49,24.72,1.46,-13.06,43.73,Aditya Birla Sun Life Dividend Yield Fund - Dividend - Direct Plan,15.28649691045572
1878,119507,15.57,28.0,4.32,-10.56,47.92,Aditya Birla Sun Life Dividend Yield Fund - Growth - Direct Plan,15.166977610944992
1879,119511,6.89,7.18,6.6,6.16,8.09,Aditya Birla Sun Life Money Manager Fund - Growth - Direct Plan,0.5325548554239273
1880,119512,-0.02,0.57,-0.62,-1.46,1.54,Aditya Birla Sun Life Money Manager Fund - Direct - weekly IDCW,0.9207134838171919
1881,119513,-0.03,0.17,-0.22,-0.59,0.91,Aditya Birla Sun Life Money Manager Fund - Direct - daily IDCW,0.4135513688516124
1882,119514,17.75,33.52,3.66,-14.69,59.09,Aditya Birla Sun Life Infrastructure Fund - Growth - Direct Plan,18.71920119931294
1883,119515,13.42,29.37,-0.71,-18.93,55.71,Aditya Birla Sun Life Infrastructure Fund -  Direct - IDCW,19.461191517912166
1884,119516,10.33,21.75,0.09,-13.36,40.74,Aditya Birla Sun Life International Equity Fund - Plan A - Dividend - Direct Plan,14.521789351720255
1885,119517,10.58,21.51,0.21,-13.32,39.49,Aditya Birla Sun Life International Equity Fund - Plan A - Growth - Direct Plan,14.521086724350718
